[29-Jul-2018 10:04:55 UTC] PHP Warning:  register_shutdown_function() [<a href='function.register-shutdown-function'>function.register-shutdown-function</a>]: Invalid shutdown callback 'fatal_handler' passed in Z:\home\site\www\cms\exception.php on line 9
[29-Jul-2018 10:04:55 UTC] PHP Warning:  register_shutdown_function() [<a href='function.register-shutdown-function'>function.register-shutdown-function</a>]: Invalid shutdown callback 'fatal_handler' passed in Z:\home\site\www\cms\exception.php on line 9
[29-Jul-2018 10:04:55 UTC] PHP Warning:  set_error_handler() expects the argument (error_handler) to be a valid callback in Z:\home\site\www\cms\exception.php on line 7
[29-Jul-2018 10:04:55 UTC] PHP Warning:  set_exception_handler() expects the argument (exception_handler) to be a valid callback in Z:\home\site\www\cms\exception.php on line 8
[29-Jul-2018 10:04:55 UTC] PHP Warning:  register_shutdown_function() [<a href='function.register-shutdown-function'>function.register-shutdown-function</a>]: Invalid shutdown callback 'fatal_handler' passed in Z:\home\site\www\cms\exception.php on line 9
[31-Jul-2018 11:24:56 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:25:05 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:25:06 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:26:43 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:26:50 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:27:21 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:47:30 UTC] PHP Parse error:  syntax error, unexpected '}' in Z:\home\site\www\cms\core\pages.php on line 427
[31-Jul-2018 11:50:36 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[31-Jul-2018 11:50:41 UTC] PHP Fatal error:  Unknown: Cannot use output buffering in output buffering display handlers in Unknown on line 0
[01-Aug-2018 11:12:13 UTC] PHP Fatal error:  Call to undefined method LCMS\Core\Users\Users::enterIn() in Z:\home\site\www\cms\core\actions.php(303) : eval()'d code on line 12
[01-Aug-2018 11:16:17 UTC] PHP Fatal error:  Call to undefined method LCMS\Core\Users\Users::enterIn() in Z:\home\site\www\cms\core\actions.php(303) : eval()'d code on line 12
[01-Aug-2018 11:36:26 UTC] PHP Fatal error:  Class 'LCMS\Core\Pages' not found in Z:\home\site\www\cms\cmsinclude.php on line 25
[01-Aug-2018 11:36:33 UTC] PHP Fatal error:  Class 'LCMS\Core\Pages\Pages' not found in Z:\home\site\www\cms\cmsinclude.php on line 25
[01-Aug-2018 13:15:55 UTC] PHP Fatal error:  Call to undefined method ZipArchive::createEmptyDir() in Z:\home\site\www\cms\core\actions.php(303) : eval()'d code on line 23
[01-Aug-2018 16:37:22 UTC] PHP Parse error:  syntax error, unexpected '}' in Z:\home\site\www\cms\core\actions.php(304) : eval()'d code on line 36
[24-Aug-2018 11:07:19 UTC] PHP Parse error:  syntax error, unexpected '}', expecting T_STRING in Z:\home\site\www\cms\core\actions.php(271) : eval()'d code on line 27
[24-Aug-2018 11:08:40 UTC] PHP Fatal error:  Call to undefined function get() in Z:\home\site\www\cms\archive.php on line 20
[24-Aug-2018 15:46:04 UTC] PHP Fatal error:  Class 'LCMS\Core\Security\AantiXSS' not found in Z:\home\site\www\cms\downtheme.php on line 4
[24-Aug-2018 15:46:33 UTC] PHP Fatal error:  Class 'LCMS\Core\Security\AantiXSS' not found in Z:\home\site\www\cms\downtheme.php on line 4
[24-Aug-2018 15:47:43 UTC] PHP Fatal error:  Class 'LCMS\Core\Security\AantiXSS' not found in Z:\home\site\www\cms\downtheme.php on line 4
[25-Aug-2018 13:34:34 UTC] PHP Fatal error:  Class 'LCMS\Core\Security\AantiXSS' not found in Z:\home\site\www\cms\downtheme.php on line 4
[27-Aug-2018 14:16:19 UTC] PHP Parse error:  syntax error, unexpected ';' in Z:\home\site\www\cms\core\actions.php(273) : eval()'d code on line 91
[27-Aug-2018 14:48:30 UTC] PHP Parse error:  syntax error, unexpected ',', expecting '&' or T_VARIABLE in Z:\home\site\www\cms\core\cmsphp.php on line 27
[27-Aug-2018 14:48:30 UTC] PHP Fatal error:  Call to undefined function LCMS\Core\htmlchars() in Z:\home\site\www\cms\exception.php on line 59
[30-Dec-2018 15:58:31 Europe/Moscow] PHP Fatal error:  Uncaught Error: Call to undefined function LCMS\Core\htmlchars() in /var/www/site/public_html/cms/exception.php:59
Stack trace:
#0 /var/www/site/public_html/cms/exception.php(27): escreen('Class 'LCMS\\Cor...', 0, Array)
#1 [internal function]: exception_handler(Object(Error))
#2 {main}
  thrown in /var/www/site/public_html/cms/exception.php on line 59
